step,type,amount,nameOrig,oldBalanceOrig,newBalanceOrig,clientID,oldBalanceDest,newBalanceDest,errorBalanceOrig,errorBalanceDest,AvgAmountOfTransaction,isFruad_result,location,clientName
41,1,57265.41,401160487,30360.0,0.0,14376585,15188923.29,15246188.7,26905.41,0.0,445708.4145,0,Leba,زيد الحمزي 
16,1,162282.98,651613616,,,14376585,8661150.41,9897108.9,,-1073675.51,445708.4145,0,Leba,زيد الحمزي 
20,1,18518.92,766033731,5127.08,0.0,14376585,11078685.16,11097204.08,13391.84,0.0,445708.4145,0,Leba,زيد الحمزي 
34,0,817459.48,551184347,,,14376585,12905091.08,13882555.91,,-160005.35,445708.4145,0,Leba,زيد الحمزي 
285,0,14952384.84,318991639,,,14440699,15969676.45,30922061.29,,0.0,1407696.6819999998,0,Syria,  فهد الشراري 
10,1,25199.28,947951919,,,14440699,11660982.24,12649389.22,,-963207.7,1407696.6819999998,0,Syria,  فهد الشراري 
134,1,228631.74,483551973,,,14440699,14442497.64,14671129.38,,0.0,1407696.6819999998,0,Syria,  فهد الشراري 
159,1,176330.29,1702013851,,,14440699,14804147.58,14980477.87,,0.0,1407696.6819999998,0,Syria,  فهد الشراري 
10,0,677908.73,1324547987,11568.0,0.0,14440699,11105229.55,11660982.24,666340.73,122156.04,1407696.6819999998,0,Syria,  فهد الشراري 
18,1,71085.47,1182037338,,,14440699,13553969.68,13625055.15,,0.0,1407696.6819999998,0,Syria,  فهد الشراري 
8,1,33810.17,440917499,,,15597197,63658.3,97468.47,,0.0,291180.2682,0,Jordan,نوره القرني          
37,1,79860.07,633144425,,,15597197,2363489.62,2443349.69,,0.0,291180.2682,0,Jordan,نوره القرني          
584,0,327630.09,42781601,13594.72,0.0,15597197,8790136.44,9117766.52,314035.37,0.01,291180.2682,0,Jordan,نوره القرني          
44,1,136381.55,1691627967,62642.0,0.0,15597197,2487383.41,2623764.96,73739.55,0.0,291180.2682,0,Jordan,نوره القرني          
163,1,62356.84,1618276915,128774.16,66417.33,15597197,6036962.74,6099319.58,0.01,0.0,291180.2682,0,Jordan,نوره القرني          
188,1,177128.79,535957306,166407.0,0.0,16549036,5095315.19,5272443.98,10721.79,0.0,357267.7165,0,Tunisia,صالح الشراري 
34,0,551310.63,1989696217,,,16549036,3416846.7,3968157.33,,0.0,357267.7165,0,Tunisia,صالح الشراري 
379,0,2863926.85,920535129,,,16549036,5661274.15,8525200.99,,0.01,357267.7165,0,Tunisia,صالح الشراري 
15,1,103250.66,1707381312,225213.87,121963.2,16549036,1668760.07,2574901.78,-0.01,-802891.05,357267.7165,0,Tunisia,صالح الشراري 
14,1,18174.07,458033078,,,16549036,1189915.55,1208089.61,,0.01,357267.7165,0,Tunisia,صالح الشراري 
14,0,273654.7,992617847,,,16549036,1213486.15,2574901.78,,-1087760.93,357267.7165,0,Tunisia,صالح الشراري 
11,1,202781.54,1057974690,,,16549036,289051.66,230798.88,,261034.32,357267.7165,0,Tunisia,صالح الشراري 
228,1,106803.2,197307604,205.0,0.0,16549036,5069744.38,5176547.58,106598.2,0.0,357267.7165,0,Tunisia,صالح الشراري 
375,1,269375.8,1142008664,239.0,0.0,17441754,5719640.92,5989016.72,269136.8,0.0,340070.6007,0,Mexico,حسين العجم
10,0,657885.44,1954303635,,,17441754,3473015.26,3860131.12,,270769.58,340070.6007,0,Mexico,حسين العجم
158,1,326270.88,1759825255,,,17441754,5617257.98,5943528.86,,0.0,340070.6007,0,Mexico,حسين العجم
250,1,65781.9,540426913,,,17441754,5769416.81,5835198.71,,0.0,340070.6007,0,Mexico,حسين العجم
9,1,555004.38,847813376,,,17441754,2230133.51,3860131.12,,-1074993.23,340070.6007,0,Mexico,حسين العجم
9,1,61103.16,1846186948,21572.0,0.0,17441754,1419322.66,2230133.51,39531.16,-749707.69,340070.6007,0,Mexico,حسين العجم
40,1,29711.85,2095743045,,,17939867,164223.41,193935.26,,0.0,134245.4969,0,Sri Lanka,صباح الصيعري
231,1,88658.28,1478667119,336963.96,248305.67,17939867,3037499.69,3126157.98,-0.01,-0.01,134245.4969,0,Sri Lanka,صباح الصيعري
16,1,173851.26,1100244615,,,17939867,353644.4,182394.83,,345100.83,134245.4969,0,Sri Lanka,صباح الصيعري
42,1,87189.3,1774489039,280048.47,192859.17,17939867,193935.26,332262.7,5.8200000000000003e-11,-51138.14,134245.4969,0,Sri Lanka,صباح الصيعري
20,0,225301.59,1674794969,9938.0,0.0,17939867,27288.93,407262.61,215363.59,-154672.09,134245.4969,0,Sri Lanka,صباح الصيعري
44,1,158289.53,1232378025,466270.0,307980.47,17939867,332262.7,490552.22,0.0,0.01,134245.4969,0,Sri Lanka,صباح الصيعري
18,1,527218.41,772695394,105489.16,0.0,18496128,1658680.7,2185899.11,421729.25,0.0,466717.2933,0,Russia,بسمة جادالله 
12,0,345863.24,2124883846,,,18496128,1611530.88,1590747.08,,366647.04,466717.2933,0,Russia,بسمة جادالله 
13,1,274116.88,357508250,,,18496128,1590747.08,1864863.96,,0.0,466717.2933,0,Russia,بسمة جادالله 
10,1,14221.47,1422533130,182750.99,168529.52,18496128,2154455.19,1882576.67,0.0,286099.99,466717.2933,0,Russia,بسمة جادالله 
39,1,256898.06,782116160,,,18496128,2703135.27,2960033.33,,0.0,466717.2933,0,Russia,بسمة جادالله 
9,1,216415.12,2139991609,53054.73,0.0,20671747,583898.81,626171.93,163360.39,174142.0,313393.46,0,Pakistan,عايض الفطيح
40,0,1200195.83,372491863,,,20671747,6465539.28,7974412.27,,-308677.16,313393.46,0,Pakistan,عايض الفطيح
11,1,618669.01,1791741299,22364.0,0.0,20671747,2127618.7,2746287.71,596305.01,0.0,313393.46,0,Pakistan,عايض الفطيح
15,1,280714.2,2088755923,,,20671747,5014448.4,5295162.6,,9.31e-10,313393.46,0,Pakistan,عايض الفطيح
39,0,837685.32,317728031,25763.25,0.0,20671747,5377982.26,6465539.28,811922.07,-249871.7,313393.46,0,Pakistan,عايض الفطيح
403,1,128610.37,259477276,,,20671747,10946562.04,11075172.41,,-1.8600000000000002e-09,313393.46,0,Pakistan,عايض الفطيح
351,0,152202.17,594803504,,,20671747,10891967.4,11044169.57,,0.0,313393.46,0,Pakistan,عايض الفطيح
10,1,214405.41,2088875803,,,20671747,1913213.28,2746287.71,,-618669.02,313393.46,0,Pakistan,عايض الفطيح
41,0,385731.57,756814659,45605.0,0.0,20671747,7974412.27,8360143.84,340126.57,0.0,313393.46,0,Pakistan,عايض الفطيح
14,1,182620.96,1357627152,49090.77,0.0,21481493,738351.77,1458946.19,133530.19,-537973.46,208535.2688,0,Lebanon,  مبارك الهمامي
11,1,132998.42,874053671,47.0,0.0,21481493,0.0,479122.95,132951.42,-346124.53,208535.2688,0,Lebanon,  مبارك الهمامي
346,1,88712.15,1871524718,,,21481493,5182321.36,5271033.51,,9.31e-10,208535.2688,0,Lebanon,  مبارك الهمامي
18,0,189644.15,1923066838,185466.74,0.0,21481493,2426936.43,2561468.09,4177.41,55112.49,208535.2688,0,Lebanon,  مبارك الهمامي
41,0,54940.64,1648708758,,,21481493,3464863.4,3519804.04,,0.0,208535.2688,0,Lebanon,  مبارك الهمامي
16,1,55074.05,1438717118,,,21481493,1458946.19,1514020.24,,0.0,208535.2688,0,Lebanon,  مبارك الهمامي
142,0,7682188.94,407891828,,,22275097,11906963.77,19589152.72,,-0.009999998000000001,650196.1112,0,Tunisia,احمد المهرى
20,1,434770.38,447797011,,,22275097,2610322.58,3045092.96,,0.0,650196.1112,0,Tunisia,احمد المهرى
11,1,51949.38,419295336,,,22275097,120087.58,172036.96,,0.0,650196.1112,0,Tunisia,احمد المهرى
15,0,422149.35,1943249598,,,22275097,1022016.32,1444165.67,,0.0,650196.1112,0,Tunisia,احمد المهرى
155,1,4788.37,1615849838,,,22275097,19854161.48,19858949.84,,0.010000002,650196.1112,0,Tunisia,احمد المهرى
34,0,410933.38,1008392765,,,22275097,3045092.96,3456026.34,,0.0,650196.1112,0,Tunisia,احمد المهرى
160,1,185827.52,598789962,,,22275097,20092785.7,20278613.22,,0.0,650196.1112,0,Tunisia,احمد المهرى
161,1,353272.82,1652838577,12211.0,0.0,22275097,20278613.22,20449704.69,341061.82,182181.35,650196.1112,0,Tunisia,احمد المهرى
9,1,71672.76,1343961243,,,22805895,573962.08,226558.96,,419075.88,154653.5206,0,Pakistan,عبدالله الخيواني
350,1,172014.55,150584355,,,22805895,2363085.15,2535099.7,,-4.66e-10,154653.5206,0,Pakistan,عبدالله الخيواني
210,1,15450.9,1183277052,,,22805895,1711853.37,1727304.27,,0.0,154653.5206,0,Pakistan,عبدالله الخيواني
35,1,243209.48,270256450,226013.0,0.0,22805895,1317505.43,1560714.91,17196.48,0.0,154653.5206,0,Pakistan,عبدالله الخيواني
16,1,175259.95,715968785,30128.0,0.0,22805895,675213.63,850473.58,145131.95,1.1599999999999999e-10,154653.5206,0,Pakistan,عبدالله الخيواني
14,1,19945.41,446818755,10497.0,0.0,22805895,233292.23,458471.68,9448.41,-205234.04,154653.5206,0,Pakistan,عبدالله الخيواني
1,1,117023.79,1278616846,,,22805895,121366.44,651524.92,,-413134.69,154653.5206,0,Pakistan,عبدالله الخيواني
11,1,20703.1,1394162017,198.0,0.0,24955689,61364.18,82067.28,20505.1,0.0,331429.2133,0,Brazil,سعيد الوادعي
327,1,140165.79,1277921860,85524.0,0.0,24955689,4853406.06,4993571.86,54641.79,-0.010000001,331429.2133,0,Brazil,سعيد الوادعي
236,0,927515.23,372046453,,,24955689,3377528.89,4305044.12,,0.0,331429.2133,0,Brazil,سعيد الوادعي
19,1,200188.51,89315220,397684.3,197495.79,24955689,1412840.64,1613029.15,5.8200000000000003e-11,0.0,331429.2133,0,Brazil,سعيد الوادعي
661,0,1064436.36,1864062615,,,24955689,4702313.24,5766749.59,,0.010000001,331429.2133,0,Brazil,سعيد الوادعي
15,1,282300.04,1546615252,470117.12,187817.08,24955689,723631.12,1005931.16,0.0,-1.1599999999999999e-10,331429.2133,0,Brazil,سعيد الوادعي
19,0,401994.97,1827325676,53190.0,0.0,24955689,1010845.67,1412840.64,348804.97,2.33e-10,331429.2133,0,Brazil,سعيد الوادعي
10,1,61364.18,362401534,20637.0,0.0,24955689,0.0,61364.18,40727.18,0.0,331429.2133,0,Brazil,سعيد الوادعي
11,1,139135.29,398496019,,,28588268,14448935.78,14588071.07,,-1.8600000000000002e-09,712178.5561,0,France,  صالح الشقيح
9,0,3845925.14,49020396,10374.0,0.0,28588268,492282.7,6823665.92,3835551.14,-2485458.08,712178.5561,0,France,  صالح الشقيح
10,1,13697.2,698425376,,,28588268,9156037.17,9169734.38,,-0.010000002,712178.5561,0,France,  صالح الشقيح
350,1,354789.61,1944096858,,,28588268,17961090.8,18315880.41,,0.0,712178.5561,0,France,  صالح الشقيح
13,0,506066.99,1159104625,190739.47,0.0,28588268,15756671.62,16230894.46,315327.52,31844.15,712178.5561,0,France,  صالح الشقيح
154,1,212470.69,709408106,211.0,0.0,28588268,15292546.16,15505016.85,212259.69,0.0,712178.5561,0,France,  صالح الشقيح
12,0,1126880.23,446963907,,,28588268,15038883.6,16230894.46,,-65130.63,712178.5561,0,France,  صالح الشقيح
348,1,101740.39,1694608755,,,30820575,7138693.81,7240434.2,,-9.31e-10,322228.8675,0,China,  محمد السعد
13,1,283510.42,1206701701,29917.0,0.0,30820575,0.0,283510.42,253593.42,0.0,322228.8675,0,China,  محمد السعد
19,1,190203.55,1227050652,,,30820575,3239926.31,4549319.34,,-1119189.48,322228.8675,0,China,  محمد السعد
141,1,87351.2,1803718030,,,30820575,5552261.08,5639612.28,,0.0,322228.8675,0,China,  محمد السعد
234,1,129136.72,1639880117,86009.0,0.0,30820575,5263296.69,5392433.41,43127.72,0.0,322228.8675,0,China,  محمد السعد
15,1,189603.27,567570210,19165.0,0.0,30820575,884144.01,1670243.73,170438.27,-596496.45,322228.8675,0,China,  محمد السعد
133,1,275238.53,588553189,506.0,0.0,30820575,5188805.7,5552261.08,274732.53,-88216.85,322228.8675,0,China,  محمد السعد
331,1,112505.6,1091794350,,,32151644,5267999.1,5380504.7,,-9.31e-10,302876.9995,0,Pakistan,حمد الجبير
14,0,717822.05,144960374,44019.0,0.0,32151644,1418625.03,2895163.07,673803.05,-758715.99,302876.9995,0,Pakistan,حمد الجبير
43,1,182791.76,1007390210,150108.96,0.0,32151644,4507636.44,4690428.2,32682.8,0.0,302876.9995,0,Pakistan,حمد الجبير
208,1,108094.12,1689490509,,,32151644,4726328.62,4834422.74,,0.0,302876.9995,0,Pakistan,حمد الجبير
41,0,827571.18,1180790946,,,32151644,4227849.09,4442932.79,,612487.48,302876.9995,0,Pakistan,حمد الجبير
252,1,61782.11,1494836457,,,32151644,4834422.74,4896204.85,,9.31e-10,302876.9995,0,Pakistan,حمد الجبير
402,1,441668.0,265768162,458470.64,16802.64,32151644,5556765.2,11368541.11,0.0,-5370107.91,302876.9995,0,Pakistan,حمد الجبير
34,1,32792.27,1685602415,14926.0,0.0,32151644,2963872.5,3051289.43,17866.27,-54624.66,302876.9995,0,Pakistan,حمد الجبير
12,0,269273.38,1224643065,,,34653932,1507785.76,1777059.14,,2.33e-10,348031.419,0,Australia,ناجي الهمامي 
139,1,51870.63,449790063,,,34653932,7074654.49,7126525.12,,0.0,348031.419,0,Australia,ناجي الهمامي 
14,0,961976.39,1443840343,,,34653932,1317340.81,2279317.2,,0.0,348031.419,0,Australia,ناجي الهمامي 
11,1,402864.69,338968510,,,34653932,848240.77,1595690.35,,-344584.89,348031.419,0,Australia,ناجي الهمامي 
206,0,1219234.43,1378376682,,,34653932,7340525.67,8559760.1,,0.0,348031.419,0,Australia,ناجي الهمامي 
155,1,268396.06,1825212096,,,34653932,7246091.54,7514487.6,,0.0,348031.419,0,Australia,ناجي الهمامي 
7,1,28094.03,62775994,,,35263828,104226.0,0.0,,132320.03,758720.155,0,Australia,شنيف اليامي
19,0,141954.88,1315509554,19979.0,0.0,35263828,1930510.37,2072465.26,121975.88,-0.01,758720.155,0,Australia,شنيف اليامي
304,0,10000000.0,1192709113,6301.0,0.0,35263828,5639123.19,16356871.23,9993699.0,-717748.04,758720.155,0,Australia,شنيف اليامي
35,0,349384.52,151084733,,,35263828,1977141.74,2326526.26,,0.0,758720.155,0,Australia,شنيف اليامي
42,0,402333.64,651620879,,,35263828,3373354.72,3775688.35,,0.01,758720.155,0,Australia,شنيف اليامي
379,1,195637.95,1835473161,,,35263828,16733424.48,17134920.58,,-205858.15,758720.155,0,Australia,شنيف اليامي
8,1,92351.2,625357831,226307.93,133956.73,35263828,319646.15,0.0,0.0,411997.35,758720.155,0,Australia,شنيف اليامي
16,0,1322923.73,372810899,140086.0,0.0,35263828,135244.92,1458168.64,1182837.73,0.01,758720.155,0,Australia,شنيف اليامي
256,1,46870.11,1532569133,,,35263828,5318482.7,5365352.81,,9.31e-10,758720.155,0,Australia,شنيف اليامي
135,1,317145.08,441097838,,,35263828,3494251.71,3811396.79,,0.0,758720.155,0,Australia,شنيف اليامي
15,1,180751.77,1124927909,,,36437323,371585.37,552337.14,,0.0,191172.155,0,Germany,بسمه	الهواشلة
36,1,493219.67,1331250778,10057.0,0.0,36437323,1923003.54,2442583.64,483162.67,-26360.43,191172.155,0,Germany,بسمه	الهواشلة
8,1,8140.03,2076477623,,,36437323,178038.29,160083.17,,26095.15,191172.155,0,Germany,بسمه	الهواشلة
10,1,150291.04,1526572423,954.0,0.0,36437323,371017.29,652863.91,149337.04,-131555.58,191172.155,0,Germany,بسمه	الهواشلة
17,1,5917.82,4484161,4599.11,0.0,36437323,1187985.66,1731122.58,1318.71,-537219.1,191172.155,0,Germany,بسمه	الهواشلة
10,1,170850.21,1805733559,,,36437323,184925.66,355775.87,,0.0,191172.155,0,Germany,بسمه	الهواشلة
7,0,320228.94,549538872,24380.72,0.0,36437323,0.0,160083.17,295848.22,160145.77,191172.155,0,Germany,بسمه	الهواشلة
140,1,112739.26,814826060,585.0,0.0,36437323,3365757.39,3478496.65,112154.26,0.0,191172.155,0,Germany,بسمه	الهواشلة
12,1,185947.37,291857858,1204.0,0.0,36437323,742581.16,796876.73,184743.37,131651.8,191172.155,0,Germany,بسمه	الهواشلة
15,1,98751.87,1688796848,,,40075281,11308293.81,11407045.68,,0.0,407501.8166,0,France,خلود العتيبي
178,0,219544.37,786943291,,,40075281,13422195.08,13641739.44,,0.01,407501.8166,0,France,خلود العتيبي
7,1,343435.88,1278700356,744.79,0.0,40075281,351181.52,1674676.75,342691.09,-980059.35,407501.8166,0,France,خلود العتيبي
287,1,327626.93,1710802596,,,40075281,14641372.31,14968999.24,,0.0,407501.8166,0,France,خلود العتيبي
355,1,220505.5,1434719545,,,40075281,15588760.77,15809266.28,,-0.01,407501.8166,0,France,خلود العتيبي
12,0,438376.1,916892415,,,40075281,9829208.66,10267584.76,,0.0,407501.8166,0,France,خلود العتيبي
7,1,306323.63,1194550829,,,40075281,1053942.57,1674676.75,,-314410.55,407501.8166,0,France,خلود العتيبي
281,1,260075.74,276682161,704.0,0.0,40075281,14381296.56,14641372.31,259371.74,-0.01,407501.8166,0,France,خلود العتيبي
252,0,8255.6,1219734797,23464.0,15208.4,40075281,14111130.88,14119386.48,0.0,0.0,407501.8166,0,France,خلود العتيبي
3,1,48267.2,1877317084,20023.71,0.0,40075281,63728.76,111995.96,28243.49,-1.46e-11,407501.8166,0,France,خلود العتيبي
13,1,131213.51,961392137,11712.0,0.0,46229814,8413280.54,10456688.24,119501.51,-1912194.19,1025944.848,0,Ghana,علي المقبول          
12,1,609877.53,1380581863,45643.0,0.0,46229814,7803403.02,10456688.24,564234.53,-2043407.69,1025944.848,0,Ghana,علي المقبول          
41,1,346635.99,1585408125,,,46229814,13179790.53,13526426.52,,0.0,1025944.848,0,Ghana,علي المقبول          
13,0,1222319.16,69732158,,,46229814,8544494.06,10456688.24,,-689875.02,1025944.848,0,Ghana,علي المقبول          
10,1,85531.84,122472821,338.0,0.0,46229814,4356998.1,4442529.94,85193.84,-9.31e-10,1025944.848,0,Ghana,علي المقبول          
324,1,377893.73,1717175136,,,46229814,31178877.41,31556771.14,,0.0,1025944.848,0,Ghana,علي المقبول          
23,0,644826.79,644655506,,,46229814,11554024.9,12198851.7,,-0.009999998000000001,1025944.848,0,Ghana,علي المقبول          
13,1,106924.17,1351026978,10156.0,0.0,46229814,9766813.22,10456688.24,96768.17,-582950.85,1025944.848,0,Ghana,علي المقبول          
11,1,51640.78,817424627,799412.35,747771.57,59215997,7177453.75,7503113.7,0.0,-274019.17,289212.9339,0,Botswana,شاجع الهمامي          
201,1,443816.15,1307272132,25159.0,0.0,59215997,14312633.54,14756449.69,418657.15,0.0,289212.9339,0,Botswana,شاجع الهمامي          
185,1,16706.22,423570242,407.0,0.0,59215997,14295927.32,14312633.54,16299.22,1.8600000000000002e-09,289212.9339,0,Botswana,شاجع الهمامي          
8,1,267589.8,1829894344,741557.31,473967.51,59215997,162043.44,1359980.45,0.0,-930347.21,289212.9339,0,Botswana,شاجع الهمامي          
154,1,196390.31,1862600024,57423.07,0.0,59215997,12730448.11,12926838.42,138967.24,0.0,289212.9339,0,Botswana,شاجع الهمامي          
161,1,304885.8,2074667336,13097.79,0.0,59215997,13445110.06,13749995.87,291788.01,-0.009999998000000001,289212.9339,0,Botswana,شاجع الهمامي          
8,1,134271.04,1291462097,,,59215997,1067237.22,1359980.45,,-158472.19,289212.9339,0,Botswana,شاجع الهمامي          
8,1,643092.04,2088993533,,,59215997,716888.41,1359980.45,,2.33e-10,289212.9339,0,Botswana,شاجع الهمامي          
369,1,258294.87,936852983,20947.0,0.0,59215997,21371233.39,21629528.26,237347.87,0.0,289212.9339,0,Botswana,شاجع الهمامي          
143,0,682691.66,653873773,,,59941009,13726663.66,14409355.32,,0.0,1197593.527,0,Sri Lanka,علي الهمامي          
141,0,2742814.88,1335511874,257764.01,0.0,59941009,10983848.78,13726663.66,2485050.87,0.0,1197593.527,0,Sri Lanka,علي الهمامي          
329,1,220978.51,372928282,,,59941009,40754086.68,40975065.2,,-0.010000005,1197593.527,0,Sri Lanka,علي الهمامي          
10,1,99558.48,480595671,,,59941009,5482591.05,5582149.53,,0.0,1197593.527,0,Sri Lanka,علي الهمامي          
11,1,100290.01,1421339730,,,59941009,6233156.49,6429327.58,,-95881.08,1197593.527,0,Sri Lanka,علي الهمامي          
9,0,1445191.64,966865183,,,59941009,1987187.8,5582149.53,,-2149770.09,1197593.527,0,Sri Lanka,علي الهمامي          
16,1,225218.07,1107779939,,,59941009,8556905.55,9065672.33,,-283548.71,1197593.527,0,Sri Lanka,علي الهمامي          
130,1,329014.71,1813589755,,,59941009,10244969.91,10790000.55,,-216015.93,1197593.527,0,Sri Lanka,علي الهمامي          
327,0,19142667.36,1727705725,125982.65,0.0,59941009,21611419.33,40754086.68,19016684.71,0.009999998000000001,1197593.527,0,Sri Lanka,علي الهمامي          
11,1,34144.29,1823395662,38438.0,4293.71,59941009,6199012.2,6429327.58,0.0,-196171.09,1197593.527,0,Sri Lanka,علي الهمامي          
182,1,130831.41,1465018852,21.0,0.0,66497191,14019910.95,14450268.33,130810.41,-299525.97,428888.5944,0,Egypt,صالح الغامدي          
34,0,131518.78,592069048,634109.29,502590.51,66497191,11514622.22,11646141.0,0.0,0.0,428888.5944,0,Egypt,صالح الغامدي          
134,1,135747.25,1849179571,,,66497191,12277999.56,12413746.81,,0.0,428888.5944,0,Egypt,صالح الغامدي          
166,0,369656.91,798805165,,,66497191,13605877.81,13975534.72,,0.0,428888.5944,0,Egypt,صالح الغامدي          
8,0,67419.86,637563560,,,66497191,135221.0,322.49,,202318.37,428888.5944,0,Egypt,صالح الغامدي          
9,1,514550.05,1416765285,,,66497191,3510380.22,5953432.84,,-1928502.57,428888.5944,0,Egypt,صالح الغامدي          
158,1,101776.08,719611710,62585.0,0.0,66497191,13504101.73,13605877.81,39191.08,0.0,428888.5944,0,Egypt,صالح الغامدي          
322,1,112954.95,1836815022,,,66497191,14340810.8,14453765.75,,0.0,428888.5944,0,Egypt,صالح الغامدي          
7,0,68814.9,1455659337,106887.0,38072.1,66893623,59824.59,128639.49,0.0,-1.46e-11,414863.9114,0,Bahrain, عبدالله الشمراني          
8,1,23634.26,1098218736,,,66893623,574190.22,532921.62,,64902.86,414863.9114,0,Bahrain, عبدالله الشمراني          
160,1,403867.72,135171943,,,66893623,2631350.58,3035218.31,,-0.01,414863.9114,0,Bahrain, عبدالله الشمراني          
9,0,53369.78,340361956,,,66893623,1309761.15,1363130.93,,0.0,414863.9114,0,Bahrain, عبدالله الشمراني          
12,1,72570.57,1858275745,274275.46,201704.89,66893623,10503656.18,10576226.74,0.0,0.01,414863.9114,0,Bahrain, عبدالله الشمراني          
235,1,64554.02,1323331505,10922.0,0.0,66893623,3568123.12,3632677.14,53632.02,0.0,414863.9114,0,Bahrain, عبدالله الشمراني          
17,0,590106.8,304355552,,,66893623,11479921.58,12070028.38,,0.0,414863.9114,0,Bahrain, عبدالله الشمراني          
15,1,182117.28,1119944440,,,66893623,11368154.63,11438751.4,,111520.51,414863.9114,0,Bahrain, عبدالله الشمراني          
34,1,123284.33,1672542927,593034.0,469749.67,66893623,0.0,123284.33,0.0,0.0,414863.9114,0,Bahrain, عبدالله الشمراني          
188,1,237471.65,997032944,,,66893623,3402983.6,3640455.25,,0.0,414863.9114,0,Bahrain, عبدالله الشمراني          
9,1,223114.46,484250565,,,66893623,1363130.93,9725780.19,,-8139534.8,414863.9114,0,Bahrain, عبدالله الشمراني          
20,1,167628.77,577470518,101486.0,0.0,67478378,2307040.48,2593629.68,66142.77,-118960.43,379754.5772,0,Palestine,ياسر الفيفي          
308,0,1211925.63,2142617192,,,67478378,7598725.63,8810651.25,,0.01,379754.5772,0,Palestine,ياسر الفيفي          
10,0,476868.91,221111270,,,67478378,2522187.96,3102675.85,,-103618.98,379754.5772,0,Palestine,ياسر الفيفي          
43,1,175396.94,1785757790,163302.75,0.0,67478378,4703172.54,4878569.48,12094.19,0.0,379754.5772,0,Palestine,ياسر الفيفي          
370,1,251366.34,1516586573,,,67478378,8973784.03,9225150.37,,0.0,379754.5772,0,Palestine,ياسر الفيفي          
205,1,36817.97,1531833223,,,67478378,5315632.76,5352450.74,,-0.010000001,379754.5772,0,Palestine,ياسر الفيفي          
228,1,321109.9,598131315,268.0,0.0,67478378,5352450.74,5673560.64,320841.9,9.31e-10,379754.5772,0,Palestine,ياسر الفيفي          
9,1,299811.86,1637490319,,,67478378,1891563.41,3102675.85,,-911300.58,379754.5772,0,Palestine,ياسر الفيفي          
162,0,537581.82,253904464,244.0,0.0,70462365,5675085.0,6212666.81,537337.82,0.010000001,499627.2487,0,Democratic People's Republic of Korea,فاطمه الغامدي          
13,1,156234.87,1379461874,13940.0,0.0,70462365,1648506.23,1804741.1,142294.87,0.0,499627.2487,0,Democratic People's Republic of Korea,فاطمه الغامدي          
10,1,605836.47,478490467,915757.01,309920.54,70462365,811786.72,1417623.19,0.0,0.0,499627.2487,0,Democratic People's Republic of Korea,فاطمه الغامدي          
258,0,166738.13,877190169,,,70462365,8216222.54,8382960.67,,0.0,499627.2487,0,Democratic People's Republic of Korea,فاطمه الغامدي          
189,0,1154468.24,1839363661,193058.39,0.0,70462365,6163946.02,8535776.76,961409.85,-1217362.5,499627.2487,0,Democratic People's Republic of Korea,فاطمه الغامدي          
36,0,1966793.61,1015185314,386600.23,0.0,70462365,2834240.11,4810940.97,1580193.38,-9907.25,499627.2487,0,Democratic People's Republic of Korea,فاطمه الغامدي          
280,1,209347.36,253462157,,,71364493,6661918.26,6871265.62,,0.0,306100.7945,0,Spain,عبدالله الغامدي          
36,1,244181.22,2135631024,160.0,0.0,71364493,6114372.33,6555515.26,244021.22,-196961.71,306100.7945,0,Spain,عبدالله الغامدي          
9,1,4876.9,2131823125,,,71364493,77299.53,82176.43,,0.0,306100.7945,0,Spain,عبدالله الغامدي          
10,1,36830.12,1527942076,,,71364493,2070679.37,2554043.47,,-446533.98,306100.7945,0,Spain,عبدالله الغامدي          
33,1,288789.31,320748319,1311.0,0.0,71364493,5794871.98,6135580.83,287478.31,-51919.54,306100.7945,0,Spain,عبدالله الغامدي          
36,1,286265.21,274540563,,,71364493,5828107.12,6114372.33,,0.0,306100.7945,0,Spain,عبدالله الغامدي          
17,1,124978.28,119944321,,,71364493,5338772.33,5463750.61,,0.0,306100.7945,0,Spain,عبدالله الغامدي          
138,0,173532.11,1631997647,103415.0,0.0,75629578,2657357.41,2830889.51,70117.11,0.01,329153.012,0,Leba,عبدالله الغامدي          
8,1,63216.18,1240496622,,,75629578,290379.23,707849.71,,-354254.3,329153.012,0,Leba,عبدالله الغامدي          
15,1,433514.34,1364980758,,,75629578,1483717.72,1917232.07,,-0.01,329153.012,0,Leba,عبدالله الغامدي          
140,1,343762.63,321896219,,,75629578,2830889.51,3174652.14,,-4.66e-10,329153.012,0,Leba,عبدالله الغامدي          
187,0,348485.0,1895723828,11429.0,0.0,75629578,3059982.88,3408467.88,337056.0,0.0,329153.012,0,Leba,عبدالله الغامدي          
9,1,453408.17,1254416103,,,75629578,924873.13,1378281.3,,0.0,329153.012,0,Leba,عبدالله الغامدي          
401,1,156355.03,296528811,10523.0,0.0,75629578,11322794.62,11479149.65,145832.03,-1.8600000000000002e-09,329153.012,0,Leba,عبدالله الغامدي          
205,1,445511.43,2122775237,,,75629578,3367443.57,3812955.0,,0.0,329153.012,0,Leba,عبدالله الغامدي          
12,1,174934.44,663377659,24899.0,0.0,76017431,41413.26,216347.71,150035.44,-0.01,317058.0307,0,South Africa,فواز الغامدي          
182,1,204140.08,830079907,144786.0,0.0,76017431,1778295.17,1982435.24,59354.08,0.01,317058.0307,0,South Africa,فواز الغامدي          
